,ticket_id,UID,currency,sales,quantity,ticket_date
26,202308240169729,c61bcbaa-2717-56c1-9a55-a9fc8924cdad5fa06669-e2d5-52cb-b5e2-9103cc001720,USD,260.0,2,2023-08-24
27,202308240843634,15c49f00-eaf0-5862-83df-20d48f4dfd2515c49f00-eaf0-5862-83df-20d48f4dfd25,USD,180.0,1,2023-08-24
28,202308240233811,15c49f00-eaf0-5862-83df-20d48f4dfd25b67a48b6-59d9-5af2-ba2b-683dbb3992e7,USD,540.0,3,2023-08-24
29,202308240477027,aaf169ae-a9fc-5eb3-9e73-79550529e2f873cd9808-a0c1-5775-a4c3-3df1b59d0afa,USD,360.0,2,2023-08-24
30,202308240364791,aaf169ae-a9fc-5eb3-9e73-79550529e2f83fa91425-d3f6-5dd8-b46e-7f419793f7c7,USD,540.0,3,2023-08-24
31,202308240253607,3501516e-8a71-58c3-99f3-bb40ad51f12c3e0096b2-1583-5a74-9677-2044dc424c2b,USD,560.0,4,2023-08-24
32,202308240587048,71661aca-f072-56e0-a809-ebf4008d9d1d7e8712e5-c1ee-5d4a-a879-446afe7a9129,USD,525.0,5,2023-08-24
33,202308240958492,71661aca-f072-56e0-a809-ebf4008d9d1db899a39a-5da7-5f3a-8fbe-b852091847bd,USD,315.0,3,2023-08-24
34,202308240567372,71661aca-f072-56e0-a809-ebf4008d9d1d8938757d-db8e-5cde-8ddd-4de277e33bde,USD,315.0,3,2023-08-24
35,202308240814102,1fb27f91-a3d2-5bf7-97bb-0c246875d6a013837bdf-6de9-55fc-94ea-0a72fec9a74a,USD,550.0,5,2023-08-24
36,202308240172834,df3d1c87-1469-5aab-a3a0-d67b124b628adf3d1c87-1469-5aab-a3a0-d67b124b628a,USD,330.0,3,2023-08-24
37,202308240043558,3bdce947-8063-5c05-b629-2e935c59c3ed3bdce947-8063-5c05-b629-2e935c59c3ed,USD,250.0,1,2023-08-24
38,202308240410072,3bdce947-8063-5c05-b629-2e935c59c3edded987b6-a26d-58f5-9530-496ba9a0887c,USD,1250.0,5,2023-08-24
39,202308240560545,26418df5-ac17-5b5b-be60-a5c75cd0ebf026418df5-ac17-5b5b-be60-a5c75cd0ebf0,USD,500.0,2,2023-08-24
40,202308240695453,26418df5-ac17-5b5b-be60-a5c75cd0ebf09e086b4b-cc8c-5fce-93a1-18e17fda71d3,USD,250.0,1,2023-08-24
41,202308240605220,3d7845bc-b337-532b-99e1-6d8424863e2d3d7845bc-b337-532b-99e1-6d8424863e2d,USD,1200.0,5,2023-08-24
42,202308240535978,3d7845bc-b337-532b-99e1-6d8424863e2d87956f5e-4b1a-57b4-996a-b7e4a2c66663,USD,720.0,3,2023-08-24
43,202308240688491,9c69ede6-c92c-5b83-b2ac-9b4869a3650115f6e8af-2f4f-5b05-b311-7d16990d90b9,USD,100.0,1,2023-08-24
44,202308240188282,cd559baa-3615-5af4-b079-8f6c7d0844accd559baa-3615-5af4-b079-8f6c7d0844ac,USD,600.0,4,2023-08-24
45,202308240460598,cd559baa-3615-5af4-b079-8f6c7d0844acdd35c935-6f3d-5f79-9c4b-c53f0d9fd333,USD,600.0,4,2023-08-24
46,202308240251069,5c0bea50-1f94-5f2d-ab8d-812e36cd7b1a5c0bea50-1f94-5f2d-ab8d-812e36cd7b1a,USD,600.0,3,2023-08-24
47,202308240241925,453fbb86-d2b5-534f-9c72-ac6ea3bf1dbb453fbb86-d2b5-534f-9c72-ac6ea3bf1dbb,USD,555.0,3,2023-08-24
48,202308240577523,453fbb86-d2b5-534f-9c72-ac6ea3bf1dbb8cecb8f1-bda0-5db1-93b2-bb5c05071acb,USD,740.0,4,2023-08-24
49,202308240129985,453fbb86-d2b5-534f-9c72-ac6ea3bf1dbb7ad1fd98-5db2-5d81-98d9-69a2fda66d0c,USD,370.0,2,2023-08-24
50,202308240897581,58cae41d-4f38-528e-91f0-730e3374426758cae41d-4f38-528e-91f0-730e33744267,USD,95.94,2,2023-08-24
51,202308240422269,58cae41d-4f38-528e-91f0-730e33744267774b63f0-4c54-5d4c-9cc6-05d1699a4881,USD,95.94,2,2023-08-24
52,202308240821381,58cae41d-4f38-528e-91f0-730e33744267351517b2-9143-51b5-9ace-012d2abf43df,USD,239.85,5,2023-08-24
53,202308240051388,58cae41d-4f38-528e-91f0-730e33744267fb89aa07-19ff-5740-93bd-0d714a3c4647,USD,47.97,1,2023-08-24
54,202308240219115,58cae41d-4f38-528e-91f0-730e3374426742afe592-0ef9-50ef-b8d1-01e408ac2e2a,USD,239.85,5,2023-08-24
55,202308240825907,58cae41d-4f38-528e-91f0-730e33744267be11b1ab-cbb5-593e-a303-86af794f947a,USD,47.97,1,2023-08-24
56,202308240325000,0e9ecac2-281b-510c-b098-dc5cf5ba997b0e9ecac2-281b-510c-b098-dc5cf5ba997b,USD,169.94,2,2023-08-24
57,202308240016454,0e9ecac2-281b-510c-b098-dc5cf5ba997beec64cd2-2dd1-5882-9608-4654c4721931,USD,169.94,2,2023-08-24
58,202308240623089,4c9c28d9-2373-5c8d-9e13-990e2383625274609ae8-3dfc-5caf-8010-b7c943b41ce9,USD,239.91,3,2023-08-24
59,202308240463730,4c9c28d9-2373-5c8d-9e13-990e23836252a7e91c46-7012-5f99-9813-25929c354837,USD,239.91,3,2023-08-24
60,202308240224039,35c82d0a-aae9-5bd3-9f92-811fc9f18227ec3c39df-06ea-5cf0-aa45-f776888ab794,USD,56.97,1,2023-08-24
61,202308240995065,35c82d0a-aae9-5bd3-9f92-811fc9f182277e4c1be0-88ec-5bd2-9f59-cff6cb62b6ea,USD,56.97,1,2023-08-24
62,202308240336514,fe960071-9331-5d6c-93ab-e4feab719dfffe960071-9331-5d6c-93ab-e4feab719dff,USD,110.97,1,2023-08-24
63,202308240141858,8c1d3b0b-de36-524c-bce6-8773b164dea08c1d3b0b-de36-524c-bce6-8773b164dea0,USD,409.85,5,2023-08-24
64,202308240534822,8c1d3b0b-de36-524c-bce6-8773b164dea026f955b5-1186-5cfa-b021-8ac086dff361,USD,245.91,3,2023-08-24
65,202308240085840,8c1d3b0b-de36-524c-bce6-8773b164dea077d2b27a-6f4e-538f-bb45-08a7289f123a,USD,81.97,1,2023-08-24
66,202308240324496,8c1d3b0b-de36-524c-bce6-8773b164dea011cb7041-8358-50ac-bb01-9011897e5c6a,USD,327.88,4,2023-08-24
67,202308240919288,84f3433a-4290-5b9c-b469-4e7b4b41b0b184f3433a-4290-5b9c-b469-4e7b4b41b0b1,USD,115.0,1,2023-08-24
68,202308240842100,b677655e-be0e-51f7-896e-9f4f6e8dcecbb677655e-be0e-51f7-896e-9f4f6e8dcecb,USD,750.0,5,2023-08-24
69,202308240228109,8a3e45fe-d339-53b0-8d09-f17304a41c66bbd92a96-87d3-52dd-baed-7d60de18a68e,USD,130.0,1,2023-08-24
70,202308240413734,8a3e45fe-d339-53b0-8d09-f17304a41c6697c4ae91-07ca-5aa6-aa86-e12b561a2e20,USD,650.0,5,2023-08-24
71,202308240821683,5cba7598-6d42-5009-bef3-205605fba8ba45ca282c-cdc0-593b-87f3-118897c36239,USD,121.94,2,2023-08-24
72,202308240587644,5cba7598-6d42-5009-bef3-205605fba8ba72185efa-8fdd-5e58-94a0-4b5434980db5,USD,243.88,4,2023-08-24
73,202308240804512,5cba7598-6d42-5009-bef3-205605fba8bacfead1de-a37a-5975-8122-70fb45ebddf3,USD,304.85,5,2023-08-24
74,202308240108248,46338d5f-4ca8-52e7-8a78-c76cc2f8446646338d5f-4ca8-52e7-8a78-c76cc2f84466,USD,300.0,4,2023-08-24
75,202308240122214,46338d5f-4ca8-52e7-8a78-c76cc2f844661c7b29a8-f47e-508e-9469-b1e6e5080939,USD,150.0,2,2023-08-24
76,202308240874349,46338d5f-4ca8-52e7-8a78-c76cc2f84466e2b7bd6a-58b3-5929-846d-e8a53a9865ac,USD,150.0,2,2023-08-24
77,202308240081189,46338d5f-4ca8-52e7-8a78-c76cc2f844660d1b071a-bc5d-58a2-92b3-485ecf17400d,USD,375.0,5,2023-08-24
78,202308240700209,4b72f6c9-5728-5c73-b52b-8d63f3f1993c4b72f6c9-5728-5c73-b52b-8d63f3f1993c,USD,600.0,5,2023-08-24
79,202308240037675,6ae4334a-59ca-552b-9a6c-c7003bcfeaeadfe25e18-9ca9-50d7-ad53-efe8ee5367f1,USD,161.94,2,2023-08-24
80,202308240145547,60daf6dd-4778-55d3-b6aa-58f1cb986bb360daf6dd-4778-55d3-b6aa-58f1cb986bb3,USD,300.0,2,2023-08-24
81,202308240568555,60daf6dd-4778-55d3-b6aa-58f1cb986bb3b0906206-cc6a-57ec-ba38-3a330c6eaab1,USD,750.0,5,2023-08-24
82,202308240915374,60daf6dd-4778-55d3-b6aa-58f1cb986bb3cf3d36fb-4bee-5f49-b557-ed147f6575ac,USD,600.0,4,2023-08-24
83,202308240766768,60daf6dd-4778-55d3-b6aa-58f1cb986bb322896d7f-e337-54ce-b7ff-153773d9fff6,USD,300.0,2,2023-08-24
84,202308240999513,b48adade-2459-5457-9e36-780fabef1a83b48adade-2459-5457-9e36-780fabef1a83,USD,300.0,2,2023-08-24
85,202308240257066,6750bb83-7aee-5d70-ba59-77e0141b30746750bb83-7aee-5d70-ba59-77e0141b3074,USD,800.0,5,2023-08-24
86,202308240480788,6750bb83-7aee-5d70-ba59-77e0141b3074939cd755-3dcf-5b72-acd8-5187166b3290,USD,160.0,1,2023-08-24
87,202308240054827,6750bb83-7aee-5d70-ba59-77e0141b307460bba2ff-3dc8-5b3e-8941-0903aef25b24,USD,640.0,4,2023-08-24
88,202308240249475,7e1b008a-a434-5cf5-97bb-8ae24283e3827e1b008a-a434-5cf5-97bb-8ae24283e382,USD,450.0,3,2023-08-24
89,202308240361216,7e1b008a-a434-5cf5-97bb-8ae24283e382e2b160c5-da7b-513c-a326-59f4854b484b,USD,750.0,5,2023-08-24
90,202308240945676,2455db62-5f2f-5597-b785-ec41cafc3f432455db62-5f2f-5597-b785-ec41cafc3f43,USD,160.0,1,2023-08-24
91,202308240545017,2455db62-5f2f-5597-b785-ec41cafc3f43e0c37906-498d-5545-a506-434c7cb5cd83,USD,480.0,3,2023-08-24
92,202308240782008,b3470e10-8ae1-518f-9e9b-e4c8bd34181b3b673002-02ab-5891-b673-720b7b31ccdc,USD,120.0,1,2023-08-24
93,202308240840856,b3470e10-8ae1-518f-9e9b-e4c8bd34181b85d943cb-2589-576d-b5c0-32b2d002818f,USD,360.0,3,2023-08-24
94,202308240531994,b3470e10-8ae1-518f-9e9b-e4c8bd34181b20b4f2b5-8a46-5566-912e-3cf494acd9d6,USD,360.0,3,2023-08-24
95,202308240612383,b480f4bb-db43-5500-88b3-979b9dbcadb4b480f4bb-db43-5500-88b3-979b9dbcadb4,USD,140.0,1,2023-08-24
96,202308240034153,b480f4bb-db43-5500-88b3-979b9dbcadb45abac3aa-b582-584c-b9a1-1ce18b7f1a83,USD,280.0,2,2023-08-24
97,202308240559663,b480f4bb-db43-5500-88b3-979b9dbcadb4fb359376-4622-51de-9bf7-5f833ecd239c,USD,420.0,3,2023-08-24
98,202308240950034,b480f4bb-db43-5500-88b3-979b9dbcadb4924817b1-3af5-5aa6-97b8-e3ea277eac56,USD,420.0,3,2023-08-24
99,202308240597154,b480f4bb-db43-5500-88b3-979b9dbcadb4698504e8-99d3-5f82-a327-94f403941d41,USD,280.0,2,2023-08-24
100,202308240164860,934ae0f4-bb7d-528d-980b-48b7b03b8ce4315d5e5a-8857-5638-a82f-aa9f9c98c14a,USD,600.0,5,2023-08-24
101,202308240827637,934ae0f4-bb7d-528d-980b-48b7b03b8ce4a9dbd74c-6e6e-5e43-8ccd-901b52b875c9,USD,120.0,1,2023-08-24
102,202308240124710,934ae0f4-bb7d-528d-980b-48b7b03b8ce41fda6d50-ff5c-512f-b155-5cca0ef76f09,USD,360.0,3,2023-08-24
103,202308240051773,934ae0f4-bb7d-528d-980b-48b7b03b8ce4fcc0c0c7-f63e-5d58-83cd-17d9bd22190a,USD,240.0,2,2023-08-24
104,202308240315359,f7f230ad-a37d-58de-8d3c-1228c4bc416f8f81dec3-31f5-509b-87a8-62d6f338f84f,USD,500.0,4,2023-08-24
105,202308240510555,f7f230ad-a37d-58de-8d3c-1228c4bc416f0f4f5b07-d7fa-505e-a54b-fec3c79b235d,USD,125.0,1,2023-08-24
106,202308240297758,f7f230ad-a37d-58de-8d3c-1228c4bc416f3acdecf5-62b1-5643-81b8-18ea265a8454,USD,125.0,1,2023-08-24
107,202308240525156,8a4ecc66-2b3a-587c-9495-5c87df8e10b58a4ecc66-2b3a-587c-9495-5c87df8e10b5,USD,600.0,3,2023-08-24
108,202308240880184,8a4ecc66-2b3a-587c-9495-5c87df8e10b5ffe57fa6-4b51-5c40-b2c2-5a09e3e44047,USD,200.0,1,2023-08-24
109,202308240693186,8a4ecc66-2b3a-587c-9495-5c87df8e10b50322dfc8-8140-5890-b57c-dd7e856c07ff,USD,1000.0,5,2023-08-24
110,202308240427650,cffae56b-6d33-5f6a-88e4-66a02dc7d9e999f4ab1c-5b89-52e5-add4-9de04c24c076,USD,450.0,3,2023-08-24
111,202308240854902,8c68507f-c327-5e5e-9228-4e99f6684ff18c68507f-c327-5e5e-9228-4e99f6684ff1,USD,200.0,1,2023-08-24
112,202308240001516,e121c795-65cc-593f-a69a-e2d7367ab4a0cf33aa9b-6901-5a7b-ae45-b81a6ed7fa3a,USD,250.0,2,2023-08-24
113,202308240628768,e121c795-65cc-593f-a69a-e2d7367ab4a097a041ee-8877-57ff-848d-94aec020bc98,USD,250.0,2,2023-08-24
114,202308240711460,c21abbc4-ef7f-5758-bd48-090ec6dfb3176ba2d8d5-8ab5-555e-a552-5a23be4dac9c,USD,800.0,4,2023-08-24
115,202308240374369,dba66518-331b-5a1f-9e52-43bb23fe1851c4190889-3e60-5422-85f4-208b70805e98,USD,300.0,3,2023-08-24
116,202308240652892,dba66518-331b-5a1f-9e52-43bb23fe18513f43c821-f34d-5d56-b1d3-0eee75b4a15c,USD,100.0,1,2023-08-24
117,202308240401945,dba66518-331b-5a1f-9e52-43bb23fe1851952b6661-f8b5-53c6-a066-5364fb94d0d8,USD,500.0,5,2023-08-24
118,202308240416461,dba66518-331b-5a1f-9e52-43bb23fe1851e11d9e0e-ad04-576f-aa90-db963da518db,USD,300.0,3,2023-08-24
119,202308240107741,910e237a-e8df-5139-bdca-b9b6d4c0ebe31c0ceb9d-1a28-5b39-8ea9-9d3dc699616b,USD,200.0,2,2023-08-24
120,202308240998149,c748d72d-6678-561b-bcea-a089afda317dc748d72d-6678-561b-bcea-a089afda317d,USD,100.0,1,2023-08-24
121,202308240041263,c748d72d-6678-561b-bcea-a089afda317dcb774777-b537-50a0-901e-663a879f07e8,USD,200.0,2,2023-08-24
122,202308240503306,c748d72d-6678-561b-bcea-a089afda317dec7eb01f-bb11-5ac9-886d-d2893b027cf6,USD,500.0,5,2023-08-24
123,202308240015567,99305543-f25d-5f51-aab7-a32b6e63281a99305543-f25d-5f51-aab7-a32b6e63281a,USD,520.0,4,2023-08-24
124,202308240867859,de326ab4-eaf4-5c8c-bf2b-88599fc289b0de326ab4-eaf4-5c8c-bf2b-88599fc289b0,USD,140.0,1,2023-08-24
125,202308240762186,de326ab4-eaf4-5c8c-bf2b-88599fc289b09bfe36a5-9891-5c9b-8099-1d81523149e7,USD,560.0,4,2023-08-24
126,202308240461092,81745ce2-6446-5bc2-8ddf-663636832e4b81745ce2-6446-5bc2-8ddf-663636832e4b,USD,525.0,5,2023-08-24
127,202308240444412,039d5271-5f70-5c7b-80ef-6a989757886adf433f3c-cb4a-53fb-b5d4-89b4a64bee15,USD,240.0,3,2023-08-24
128,202308240990793,db6bfd5b-ff78-5dc7-8d82-330febd312d5db6bfd5b-ff78-5dc7-8d82-330febd312d5,USD,480.0,3,2023-08-24
129,202308240759051,db6bfd5b-ff78-5dc7-8d82-330febd312d5ec9480bd-f08a-5ed6-815b-96f552dd755c,USD,480.0,3,2023-08-24
130,202308240615943,db6bfd5b-ff78-5dc7-8d82-330febd312d538dedb9f-b8fd-5bb5-b931-31808b7b889f,USD,160.0,1,2023-08-24
131,202308240942650,db6bfd5b-ff78-5dc7-8d82-330febd312d59a135e52-b859-5437-80dd-cc600c6ce4fc,USD,800.0,5,2023-08-24
132,202308240525012,db6bfd5b-ff78-5dc7-8d82-330febd312d54772d031-067e-5573-8540-2cd708ce6077,USD,320.0,2,2023-08-24
133,202308240902024,db6bfd5b-ff78-5dc7-8d82-330febd312d58acfd161-beab-5628-b604-34d93110f5f3,USD,160.0,1,2023-08-24
134,202308240184012,769c5530-07d0-50db-b8c2-bb30ecdc812a46e82d21-d028-55ba-9800-1b1edba66bec,USD,400.0,2,2023-08-24
135,202308240675276,769c5530-07d0-50db-b8c2-bb30ecdc812a483b4ae9-927f-5004-9591-41e2feadc884,USD,200.0,1,2023-08-24
136,202308240161962,769c5530-07d0-50db-b8c2-bb30ecdc812a3a947540-6475-5ec0-b64e-c36adec60b3f,USD,1000.0,5,2023-08-24
137,202308240643622,da4794f6-becc-587d-a0e9-fa0e938e5f7dda4794f6-becc-587d-a0e9-fa0e938e5f7d,USD,850.0,5,2023-08-24
138,202308240725333,da4794f6-becc-587d-a0e9-fa0e938e5f7d18aca1d6-5f47-5299-b9f8-9e5967432cc3,USD,170.0,1,2023-08-24
139,202308240574889,da4794f6-becc-587d-a0e9-fa0e938e5f7dca668c95-c6af-5b6a-8816-bc119f9fcbb8,USD,510.0,3,2023-08-24
140,202308240122373,da4794f6-becc-587d-a0e9-fa0e938e5f7db9fb943a-2cdf-554a-81ce-b346c2a715b4,USD,510.0,3,2023-08-24
141,202308240604935,da4794f6-becc-587d-a0e9-fa0e938e5f7d7d64985c-28ed-57d6-a8cd-cb5824eb2a9c,USD,850.0,5,2023-08-24
142,202308240893650,ea7cb5ec-8db6-5603-8c98-57fee5f471f43d001185-a335-55fd-a4d7-d80c62a45c05,USD,800.0,5,2023-08-24
143,202308240962147,ea7cb5ec-8db6-5603-8c98-57fee5f471f4bd18401a-13e9-5306-9ea0-64e91d1c1716,USD,800.0,5,2023-08-24
144,202308240199724,ea7cb5ec-8db6-5603-8c98-57fee5f471f49cc8377e-a1ba-53c6-936a-7ba565daef56,USD,640.0,4,2023-08-24
145,202308240864115,ea7cb5ec-8db6-5603-8c98-57fee5f471f4ffa57434-15e7-5eec-a035-11c7c6738c8d,USD,160.0,1,2023-08-24
146,202308240596178,4c22b578-04b0-57d9-a4c0-7d24551e53b94c22b578-04b0-57d9-a4c0-7d24551e53b9,USD,320.0,2,2023-08-24
147,202308240292519,420912cb-6afb-5d7a-bcff-28fe86e744c5420912cb-6afb-5d7a-bcff-28fe86e744c5,USD,180.0,1,2023-08-24
148,202308240624997,9deb3859-5552-550c-ac30-234a6ac20c829deb3859-5552-550c-ac30-234a6ac20c82,USD,475.0,5,2023-08-24
149,202308240844473,07b1918d-2088-5f52-9485-22841ef1f0ab07b1918d-2088-5f52-9485-22841ef1f0ab,USD,285.0,3,2023-08-24
150,202308240371140,04a06168-4ca7-5122-9bd8-33b2ffb46c1604a06168-4ca7-5122-9bd8-33b2ffb46c16,USD,73.97,1,2023-08-24
151,202308240187735,46dc03db-0cfc-5886-8d72-02bb31776e0946dc03db-0cfc-5886-8d72-02bb31776e09,USD,560.0,4,2023-08-24
152,202308240110416,31049291-dd06-55f2-a2bd-37977079a1c731049291-dd06-55f2-a2bd-37977079a1c7,USD,140.0,1,2023-08-24
153,202308240798875,7cd7d19d-abef-52d7-bdfa-9341a8f66a6e7cd7d19d-abef-52d7-bdfa-9341a8f66a6e,USD,660.0,4,2023-08-24
154,202308240004580,386743d3-89b1-56e3-b563-30c481b05fdd386743d3-89b1-56e3-b563-30c481b05fdd,USD,197.91,3,2023-08-24
155,202308240202502,7101a8a7-e87d-58f6-928a-3794b7ec40f87101a8a7-e87d-58f6-928a-3794b7ec40f8,USD,300.0,3,2023-08-24
156,202308240969690,0aaab4c6-9df2-5989-8c25-52febed376250aaab4c6-9df2-5989-8c25-52febed37625,USD,495.0,3,2023-08-24
157,202308240196925,500511ac-f71d-5f88-bb0a-4116d443e010500511ac-f71d-5f88-bb0a-4116d443e010,USD,340.0,2,2023-08-24
158,202308240074224,6ac0d6eb-3727-561b-8f43-f9cc8f53421e0a79163a-f652-572f-b0d6-e87105b533d2,USD,180.0,2,2023-08-24
159,202308240690054,6ac0d6eb-3727-561b-8f43-f9cc8f53421e84d6b594-6fd0-5ea4-96c0-3c09b710fe9d,USD,360.0,4,2023-08-24
160,202308240448894,c745db5f-0dec-5b97-96e3-47602585980dc745db5f-0dec-5b97-96e3-47602585980d,USD,95.0,1,2023-08-24
161,202308240985895,c745db5f-0dec-5b97-96e3-47602585980d6875981a-14a4-5b36-87e6-5212a1460c86,USD,285.0,3,2023-08-24
162,202308240866258,c745db5f-0dec-5b97-96e3-47602585980dc09edf02-3dca-5018-af8a-6f459d101967,USD,475.0,5,2023-08-24
163,202308240619372,4a23d62d-d7cc-5f70-9cc9-fea422848c614a23d62d-d7cc-5f70-9cc9-fea422848c61,USD,210.0,3,2023-08-24
164,202308240064528,4a23d62d-d7cc-5f70-9cc9-fea422848c6103f26b63-bae8-5cd6-9192-1af2e7326436,USD,140.0,2,2023-08-24
165,202308240448734,11580fed-69d1-5b0d-b07e-2c613535b4a911580fed-69d1-5b0d-b07e-2c613535b4a9,USD,360.0,4,2023-08-24
166,202308240213947,11580fed-69d1-5b0d-b07e-2c613535b4a9f7812861-6f9c-5793-994b-4aee46e673ff,USD,180.0,2,2023-08-24
167,202308240801118,bc1b2cb3-506b-5602-a01e-50c00c4773fdbc1b2cb3-506b-5602-a01e-50c00c4773fd,USD,140.0,1,2023-08-24
168,202308240366304,dc83d0e4-dd07-507e-90ef-d13009c35762617d29fe-41ce-5131-85ef-8b40cc5b7db6,USD,600.0,4,2023-08-24
169,202308240470733,dc83d0e4-dd07-507e-90ef-d13009c35762bc31aa0c-564f-502d-96bc-26f2f11ec07b,USD,300.0,2,2023-08-24
170,202308240510090,dc83d0e4-dd07-507e-90ef-d13009c35762828fd876-9130-511d-9ce7-8100f9e1aaae,USD,150.0,1,2023-08-24
171,202308240330828,1b086c55-ad73-5f11-ba4a-8d05e7d1659d1b086c55-ad73-5f11-ba4a-8d05e7d1659d,USD,1375.0,5,2023-08-24
172,202308240096063,1b086c55-ad73-5f11-ba4a-8d05e7d1659dfa551f8b-8f13-53d1-b080-b7992e2cea43,USD,275.0,1,2023-08-24
173,202308240351404,1b086c55-ad73-5f11-ba4a-8d05e7d1659de0eca342-5b47-5ce2-98e8-0f3b7abe06a4,USD,1100.0,4,2023-08-24
174,202308240246256,4c6fc0ae-2d47-55ee-86a7-a83d1908112080ea53a4-fef9-5b55-b448-fc5dafe96f37,USD,500.0,2,2023-08-24
175,202308240715073,4c6fc0ae-2d47-55ee-86a7-a83d190811204b97364b-68c1-511b-becf-0538a459d46d,USD,1000.0,4,2023-08-24
176,202308240653908,13eae891-0fcf-5fe8-bd95-9716ee5d1b9d8a4ec03e-00c3-51a0-b5f8-6c51c72c904f,USD,1100.0,4,2023-08-24
177,202308240769397,5de2cb01-bae1-54b5-94db-bb02138916335de2cb01-bae1-54b5-94db-bb0213891633,USD,1100.0,4,2023-08-24
178,202308240613590,5de2cb01-bae1-54b5-94db-bb021389163338a85f7b-84d7-5de4-98ba-d7bccf883e36,USD,1100.0,4,2023-08-24
179,202308240229311,13eb1318-84fd-557b-a933-edf28bacef1013eb1318-84fd-557b-a933-edf28bacef10,USD,250.0,1,2023-08-24
180,202308240412862,13eb1318-84fd-557b-a933-edf28bacef10436365b1-b26e-5ffc-be6a-621a74a28daf,USD,250.0,1,2023-08-24
